InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541885,21754,HOME BUILDING BLOCK WORD,10,2011-12-02 11:57:00,5.36,13232,United Kingdom
541885,48187,DOORMAT HOME SWEET HOME,19,2011-12-02 11:57:00,7.01,13232,United Kingdom
541885,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-12-02 11:57:00,7.92,13232,United Kingdom
541885,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-12-02 11:57:00,7.87,13232,United Kingdom
541885,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-12-02 11:57:00,3.4,13232,United Kingdom
541885,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-12-02 11:57:00,8.06,13232,United Kingdom
541885,22960,JAM MAKING SET WITH JARS,5,2011-12-02 11:57:00,4.63,13232,United Kingdom
541149,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-12-02 11:58:00,3.45,13138,United Kingdom
539989,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,8,2011-12-02 11:59:00,1.66,12942,United Kingdom
538902,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-12-02 12:13:00,0.56,12792,United Kingdom
538902,23298,SPACEBOY LUNCH BOX,20,2011-12-02 12:13:00,2.1,12792,United Kingdom
538902,21754,HOME BUILDING BLOCK WORD,1,2011-12-02 12:13:00,5.96,12792,United Kingdom
538902,48187,DOORMAT HOME SWEET HOME,11,2011-12-02 12:13:00,6.82,12792,United Kingdom
538902,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-02 12:13:00,3.77,12792,United Kingdom
538902,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2011-12-02 12:13:00,3.99,12792,United Kingdom
538902,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-12-02 12:13:00,2.74,12792,United Kingdom
538902,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,7,2011-12-02 12:13:00,1.67,12792,United Kingdom
539896,22138,BAKING SET 9 PIECE RETROSPOT,2,2011-12-02 12:19:00,5.02,12933,Belgium
539896,48187,DOORMAT HOME SWEET HOME,19,2011-12-02 12:19:00,6.64,12933,Belgium
539896,21506,FANCY FONT BIRTHDAY CARD,11,2011-12-02 12:19:00,0.44,12933,Belgium
541743,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-12-02 12:36:00,0.6,13214,Germany
541743,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-12-02 12:36:00,2.71,13214,Germany
541743,23298,SPACEBOY LUNCH BOX,9,2011-12-02 12:36:00,1.91,13214,Germany
541743,23298,SPACEBOY LUNCH BOX,8,2011-12-02 12:36:00,1.93,13214,Germany
541743,48187,DOORMAT HOME SWEET HOME,2,2011-12-02 12:36:00,7.67,13214,Germany
541743,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2011-12-02 12:36:00,2.69,13214,Germany
541743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-12-02 12:36:00,2.65,13214,Germany
541743,22960,JAM MAKING SET WITH JARS,5,2011-12-02 12:36:00,3.88,13214,Germany
539997,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-12-02 12:41:00,1.74,12942,United Kingdom
539997,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2011-12-02 12:41:00,3.69,12942,United Kingdom
539997,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-12-02 12:41:00,2.75,12942,United Kingdom
539997,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,2011-12-02 12:41:00,2.72,12942,United Kingdom
539997,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-12-02 12:41:00,2.76,12942,United Kingdom
539997,21754,HOME BUILDING BLOCK WORD,20,2011-12-02 12:41:00,6.0,12942,United Kingdom
539997,22423,REGENCY CAKESTAND 3 TIER,16,2011-12-02 12:41:00,12.82,12942,United Kingdom
536427,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2011-12-02 12:42:00,1.66,12357,Belgium
536427,23203,JUMBO BAG VINTAGE DOILY,13,2011-12-02 12:42:00,1.98,12357,Belgium
536427,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-12-02 12:42:00,5.29,12357,Belgium
536427,23203,JUMBO BAG VINTAGE DOILY,6,2011-12-02 12:42:00,2.07,12357,Belgium
536427,22960,JAM MAKING SET WITH JARS,20,2011-12-02 12:42:00,4.33,12357,Belgium
536427,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-12-02 12:42:00,3.46,12357,Belgium
536427,22960,JAM MAKING SET WITH JARS,4,2011-12-02 12:42:00,3.98,12357,Belgium
536427,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2011-12-02 12:42:00,3.67,12357,Belgium
537590,21506,FANCY FONT BIRTHDAY CARD,2,2011-12-02 12:49:00,0.41,12558,United Kingdom
537590,48187,DOORMAT HOME SWEET HOME,19,2011-12-02 12:49:00,6.65,12558,United Kingdom
537590,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-12-02 12:49:00,4.47,12558,United Kingdom
537590,22197,SMALL POPCORN HOLDER,19,2011-12-02 12:49:00,0.93,12558,United Kingdom
537590,23298,SPACEBOY LUNCH BOX,12,2011-12-02 12:49:00,1.79,12558,United Kingdom
537590,23203,JUMBO BAG VINTAGE DOILY,2,2011-12-02 12:49:00,1.82,12558,United Kingdom
537590,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2011-12-02 12:49:00,2.63,12558,United Kingdom
537590,23298,SPACEBOY LUNCH BOX,9,2011-12-02 12:49:00,1.78,12558,United Kingdom
540871,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-12-02 13:05:00,2.58,13084,United Kingdom
540871,22197,SMALL POPCORN HOLDER,1,2011-12-02 13:05:00,0.82,13084,United Kingdom
540871,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2011-12-02 13:05:00,2.76,13084,United Kingdom
540871,22197,SMALL POPCORN HOLDER,19,2011-12-02 13:05:00,0.78,13084,United Kingdom
540871,22138,BAKING SET 9 PIECE RETROSPOT,11,2011-12-02 13:05:00,5.27,13084,United Kingdom
537138,71053,WHITE METAL LANTERN,3,2011-12-02 13:48:00,3.24,12471,United Kingdom
536818,21754,HOME BUILDING BLOCK WORD,4,2011-12-02 13:58:00,5.7,12419,Australia
536818,21506,FANCY FONT BIRTHDAY CARD,10,2011-12-02 13:58:00,0.4,12419,Australia
536818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-12-02 13:58:00,2.5,12419,Australia
536818,22960,JAM MAKING SET WITH JARS,17,2011-12-02 13:58:00,4.53,12419,Australia
538229,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-12-02 15:14:00,4.65,12672,United Kingdom
538229,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-12-02 15:14:00,0.53,12672,United Kingdom
538229,48187,DOORMAT HOME SWEET HOME,7,2011-12-02 15:14:00,6.62,12672,United Kingdom
538229,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-12-02 15:14:00,0.53,12672,United Kingdom
538229,71053,WHITE METAL LANTERN,5,2011-12-02 15:14:00,3.33,12672,United Kingdom
538229,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,8,2011-12-02 15:14:00,1.75,12672,United Kingdom
538229,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2011-12-02 15:14:00,2.52,12672,United Kingdom
538229,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-12-02 15:14:00,4.61,12672,United Kingdom
537035,21754,HOME BUILDING BLOCK WORD,15,2011-12-02 15:29:00,5.51,12451,Germany
537035,23203,JUMBO BAG VINTAGE DOILY,1,2011-12-02 15:29:00,1.88,12451,Germany
537035,21506,FANCY FONT BIRTHDAY CARD,9,2011-12-02 15:29:00,0.39,12451,Germany
537035,21754,HOME BUILDING BLOCK WORD,12,2011-12-02 15:29:00,6.49,12451,Germany
537035,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-12-02 15:29:00,3.74,12451,Germany
537035,22197,SMALL POPCORN HOLDER,7,2011-12-02 15:29:00,0.79,12451,Germany
537035,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,5,2011-12-02 15:29:00,1.73,12451,Germany
537305,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-12-02 16:00:00,4.34,12496,United Kingdom
537305,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-12-02 16:00:00,8.3,12496,United Kingdom
537305,23298,SPACEBOY LUNCH BOX,13,2011-12-02 16:00:00,1.93,12496,United Kingdom
537305,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-12-02 16:00:00,3.64,12496,United Kingdom
537305,84406B,CREAM CUPID HEARTS COAT HANGER,17,2011-12-02 16:00:00,2.61,12496,United Kingdom
537305,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2011-12-02 16:00:00,3.39,12496,United Kingdom
537955,22086,PAPER CHAIN KIT 50'S CHRISTMAS,15,2011-12-02 16:29:00,2.74,12632,EIRE
537955,23298,SPACEBOY LUNCH BOX,2,2011-12-02 16:29:00,1.76,12632,EIRE
537955,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2011-12-02 16:29:00,0.53,12632,EIRE
537955,22197,SMALL POPCORN HOLDER,15,2011-12-02 16:29:00,0.88,12632,EIRE
537955,22423,REGENCY CAKESTAND 3 TIER,3,2011-12-02 16:29:00,13.1,12632,EIRE
537955,21506,FANCY FONT BIRTHDAY CARD,8,2011-12-02 16:29:00,0.38,12632,EIRE
537955,22423,REGENCY CAKESTAND 3 TIER,6,2011-12-02 16:29:00,12.15,12632,EIRE
537870,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-12-02 16:33:00,2.68,12619,United Kingdom
537870,22197,SMALL POPCORN HOLDER,11,2011-12-02 16:33:00,0.81,12619,United Kingdom
537870,21754,HOME BUILDING BLOCK WORD,17,2011-12-02 16:33:00,6.48,12619,United Kingdom
537870,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-12-02 16:33:00,4.66,12619,United Kingdom
538052,48187,DOORMAT HOME SWEET HOME,8,2011-12-02 17:07:00,6.55,12646,Belgium
538052,23298,SPACEBOY LUNCH BOX,20,2011-12-02 17:07:00,1.91,12646,Belgium
538052,21754,HOME BUILDING BLOCK WORD,16,2011-12-02 17:07:00,6.22,12646,Belgium
538052,22960,JAM MAKING SET WITH JARS,1,2011-12-02 17:07:00,4.04,12646,Belgium
538052,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-12-02 17:07:00,2.49,12646,Belgium
538052,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-12-02 17:07:00,0.6,12646,Belgium
538052,48187,DOORMAT HOME SWEET HOME,4,2011-12-02 17:07:00,6.99,12646,Belgium
541750,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-12-02 17:09:00,1.55,13214,Germany
541750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-12-02 17:09:00,2.54,13214,Germany
541750,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,12,2011-12-02 17:09:00,1.64,13214,Germany
541750,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,8,2011-12-02 17:09:00,1.56,13214,Germany
541750,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-12-02 17:09:00,3.89,13214,Germany
541750,71053,WHITE METAL LANTERN,10,2011-12-02 17:09:00,3.13,13214,Germany
541750,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-12-02 17:09:00,2.54,13214,Germany
541750,48187,DOORMAT HOME SWEET HOME,17,2011-12-02 17:09:00,7.65,13214,Germany
537765,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2011-12-02 17:18:00,4.42,12594,United Kingdom
537765,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-12-02 17:18:00,3.88,12594,United Kingdom
537765,21506,FANCY FONT BIRTHDAY CARD,14,2011-12-02 17:18:00,0.46,12594,United Kingdom
537765,23298,SPACEBOY LUNCH BOX,11,2011-12-02 17:18:00,1.78,12594,United Kingdom
537765,22752,SET 7 BABUSHKA NESTING BOXES,16,2011-12-02 17:18:00,7.88,12594,United Kingdom
537765,23298,SPACEBOY LUNCH BOX,3,2011-12-02 17:18:00,1.8,12594,United Kingdom
541171,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-12-02 18:04:00,3.76,13141,United Kingdom
541171,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-12-02 18:04:00,1.78,13141,United Kingdom
541171,48187,DOORMAT HOME SWEET HOME,12,2011-12-02 18:04:00,7.64,13141,United Kingdom
541171,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-12-02 18:04:00,4.02,13141,United Kingdom
541171,21754,HOME BUILDING BLOCK WORD,11,2011-12-02 18:04:00,5.46,13141,United Kingdom
541579,22960,JAM MAKING SET WITH JARS,13,2011-12-02 18:13:00,4.43,13187,Netherlands
541579,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-12-02 18:13:00,4.59,13187,Netherlands
541579,22197,SMALL POPCORN HOLDER,15,2011-12-02 18:13:00,0.92,13187,Netherlands
541579,22423,REGENCY CAKESTAND 3 TIER,8,2011-12-02 18:13:00,13.04,13187,Netherlands
541579,48187,DOORMAT HOME SWEET HOME,18,2011-12-02 18:13:00,7.16,13187,Netherlands
541579,71053,WHITE METAL LANTERN,3,2011-12-02 18:13:00,3.08,13187,Netherlands
542061,71053,WHITE METAL LANTERN,9,2011-12-02 18:19:00,3.54,,United Kingdom
539985,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,9,2011-12-02 18:29:00,1.76,12942,United Kingdom
539985,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-12-02 18:29:00,2.41,12942,United Kingdom
539985,84406B,CREAM CUPID HEARTS COAT HANGER,18,2011-12-02 18:29:00,2.82,12942,United Kingdom
539985,23298,SPACEBOY LUNCH BOX,11,2011-12-02 18:29:00,1.97,12942,United Kingdom
539985,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-12-02 18:29:00,7.66,12942,United Kingdom
539985,21506,FANCY FONT BIRTHDAY CARD,13,2011-12-02 18:29:00,0.44,12942,United Kingdom
536739,21506,FANCY FONT BIRTHDAY CARD,12,2011-12-02 18:33:00,0.42,12405,United Kingdom
536739,71053,WHITE METAL LANTERN,8,2011-12-02 18:33:00,3.08,12405,United Kingdom
536739,23298,SPACEBOY LUNCH BOX,18,2011-12-02 18:33:00,1.93,12405,United Kingdom
536739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-12-02 18:33:00,2.39,12405,United Kingdom
536739,84406B,CREAM CUPID HEARTS COAT HANGER,19,2011-12-02 18:33:00,2.92,12405,United Kingdom
536739,22423,REGENCY CAKESTAND 3 TIER,14,2011-12-02 18:33:00,13.92,12405,United Kingdom
536739,22423,REGENCY CAKESTAND 3 TIER,7,2011-12-02 18:33:00,11.89,12405,United Kingdom
536739,22960,JAM MAKING SET WITH JARS,3,2011-12-02 18:33:00,4.36,12405,United Kingdom
539430,22423,REGENCY CAKESTAND 3 TIER,5,2011-12-02 18:41:00,12.09,12859,Belgium
539430,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-12-02 18:41:00,3.74,12859,Belgium
539430,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-12-02 18:41:00,1.76,12859,Belgium
539430,22960,JAM MAKING SET WITH JARS,3,2011-12-02 18:41:00,3.86,12859,Belgium
539430,21506,FANCY FONT BIRTHDAY CARD,14,2011-12-02 18:41:00,0.46,12859,Belgium
539430,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-12-02 18:41:00,8.19,12859,Belgium
539430,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-12-02 18:41:00,1.61,12859,Belgium
541169,22197,SMALL POPCORN HOLDER,1,2011-12-02 18:51:00,0.85,13141,United Kingdom
541169,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2011-12-02 18:51:00,0.56,13141,United Kingdom
539468,21506,FANCY FONT BIRTHDAY CARD,18,2011-12-02 18:52:00,0.46,12869,United Kingdom
539468,48187,DOORMAT HOME SWEET HOME,6,2011-12-02 18:52:00,6.58,12869,United Kingdom
539468,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-12-02 18:52:00,2.59,12869,United Kingdom
539468,23298,SPACEBOY LUNCH BOX,11,2011-12-02 18:52:00,1.79,12869,United Kingdom
539468,48187,DOORMAT HOME SWEET HOME,11,2011-12-02 18:52:00,7.47,12869,United Kingdom
539468,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-12-02 18:52:00,4.54,12869,United Kingdom
540452,22960,JAM MAKING SET WITH JARS,16,2011-12-02 18:58:00,3.94,13012,United Kingdom
540452,23298,SPACEBOY LUNCH BOX,16,2011-12-02 18:58:00,1.83,13012,United Kingdom
540452,22960,JAM MAKING SET WITH JARS,2,2011-12-02 18:58:00,4.66,13012,United Kingdom
540452,21754,HOME BUILDING BLOCK WORD,18,2011-12-02 18:58:00,6.45,13012,United Kingdom
540452,22086,PAPER CHAIN KIT 50'S CHRISTMAS,16,2011-12-02 18:58:00,2.37,13012,United Kingdom
540452,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-12-02 18:58:00,1.71,13012,United Kingdom
540452,48187,DOORMAT HOME SWEET HOME,18,2011-12-02 18:58:00,7.21,13012,United Kingdom
540452,21506,FANCY FONT BIRTHDAY CARD,2,2011-12-02 18:58:00,0.46,13012,United Kingdom
540697,71053,WHITE METAL LANTERN,10,2011-12-02 19:11:00,3.72,13048,Portugal
540697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-12-02 19:11:00,2.45,13048,Portugal
540697,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-12-02 19:11:00,3.69,13048,Portugal
540697,23203,JUMBO BAG VINTAGE DOILY,16,2011-12-02 19:11:00,1.8,13048,Portugal
540697,21506,FANCY FONT BIRTHDAY CARD,16,2011-12-02 19:11:00,0.42,13048,Portugal
540465,71053,WHITE METAL LANTERN,10,2011-12-02 19:24:00,3.61,13012,United Kingdom
540465,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-12-02 19:24:00,3.67,13012,United Kingdom
540465,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-02 19:24:00,4.12,13012,United Kingdom
540465,21506,FANCY FONT BIRTHDAY CARD,5,2011-12-02 19:24:00,0.41,13012,United Kingdom
540465,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2011-12-02 19:24:00,2.56,13012,United Kingdom
540465,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-12-02 19:24:00,4.87,13012,United Kingdom
540465,22960,JAM MAKING SET WITH JARS,2,2011-12-02 19:24:00,4.37,13012,United Kingdom
540465,23298,SPACEBOY LUNCH BOX,10,2011-12-02 19:24:00,1.77,13012,United Kingdom
538380,23298,SPACEBOY LUNCH BOX,2,2011-12-02 19:31:00,1.76,12701,Portugal
C538838,22423,REGENCY CAKESTAND 3 TIER,-17,2011-12-02 19:54:00,11.94,12783,United Kingdom
C538838,22197,SMALL POPCORN HOLDER,-18,2011-12-02 19:54:00,0.89,12783,United Kingdom
C538838,84406B,CREAM CUPID HEARTS COAT HANGER,-6,2011-12-02 19:54:00,2.86,12783,United Kingdom
C538838,22423,REGENCY CAKESTAND 3 TIER,-20,2011-12-02 19:54:00,12.47,12783,United Kingdom
C538838,84879,ASSORTED COLOUR BIRD ORNAMENT,-15,2011-12-02 19:54:00,1.75,12783,United Kingdom
C538838,22138,BAKING SET 9 PIECE RETROSPOT,-7,2011-12-02 19:54:00,5.21,12783,United Kingdom
538692,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-12-03 08:30:00,4.63,12763,United Kingdom
538692,71053,WHITE METAL LANTERN,6,2011-12-03 08:30:00,3.64,12763,United Kingdom
538692,48187,DOORMAT HOME SWEET HOME,19,2011-12-03 08:30:00,6.77,12763,United Kingdom
538692,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,10,2011-12-03 08:30:00,1.7,12763,United Kingdom
538692,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-12-03 08:30:00,3.53,12763,United Kingdom
538692,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-12-03 08:30:00,3.55,12763,United Kingdom
540875,22960,JAM MAKING SET WITH JARS,16,2011-12-03 08:35:00,4.18,13084,United Kingdom
540875,71053,WHITE METAL LANTERN,16,2011-12-03 08:35:00,3.71,13084,United Kingdom
540875,23203,JUMBO BAG VINTAGE DOILY,17,2011-12-03 08:35:00,2.08,13084,United Kingdom
540875,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,19,2011-12-03 08:35:00,1.59,13084,United Kingdom
540875,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-12-03 08:35:00,7.52,13084,United Kingdom
541962,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-12-03 08:52:00,2.7,13245,United Kingdom
539262,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-12-03 08:58:00,3.92,12832,United Kingdom
539262,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-12-03 08:58:00,7.74,12832,United Kingdom
539262,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2011-12-03 08:58:00,3.86,12832,United Kingdom
541679,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2011-12-03 09:26:00,0.5,13205,France
541679,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-12-03 09:26:00,3.95,13205,France
541679,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-12-03 09:26:00,4.57,13205,France
541679,22423,REGENCY CAKESTAND 3 TIER,17,2011-12-03 09:26:00,12.17,13205,France
541206,48187,DOORMAT HOME SWEET HOME,8,2011-12-03 09:34:00,7.74,13142,United Kingdom
541206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-12-03 09:34:00,2.58,13142,United Kingdom
541206,71053,WHITE METAL LANTERN,14,2011-12-03 09:34:00,3.51,13142,United Kingdom
541206,23298,SPACEBOY LUNCH BOX,3,2011-12-03 09:34:00,1.83,13142,United Kingdom
541206,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-12-03 09:34:00,8.11,13142,United Kingdom
541206,22197,SMALL POPCORN HOLDER,18,2011-12-03 09:34:00,0.9,13142,United Kingdom
539406,48187,DOORMAT HOME SWEET HOME,13,2011-12-03 10:09:00,6.55,12859,Belgium
539406,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-12-03 10:09:00,0.58,12859,Belgium
539406,21754,HOME BUILDING BLOCK WORD,2,2011-12-03 10:09:00,6.08,12859,Belgium
539406,21506,FANCY FONT BIRTHDAY CARD,1,2011-12-03 10:09:00,0.39,12859,Belgium
539406,23203,JUMBO BAG VINTAGE DOILY,15,2011-12-03 10:09:00,1.98,12859,Belgium
541942,21754,HOME BUILDING BLOCK WORD,20,2011-12-03 10:12:00,5.65,13245,United Kingdom
541942,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-12-03 10:12:00,7.48,13245,United Kingdom
541942,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-12-03 10:12:00,1.75,13245,United Kingdom
541942,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-12-03 10:12:00,4.08,13245,United Kingdom
541942,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-12-03 10:12:00,1.7,13245,United Kingdom
538180,21506,FANCY FONT BIRTHDAY CARD,7,2011-12-03 10:37:00,0.44,12662,Germany
538180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-12-03 10:37:00,2.8,12662,Germany
538180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-12-03 10:37:00,2.39,12662,Germany
538180,22960,JAM MAKING SET WITH JARS,12,2011-12-03 10:37:00,4.55,12662,Germany
538180,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-12-03 10:37:00,3.44,12662,Germany
538180,22138,BAKING SET 9 PIECE RETROSPOT,18,2011-12-03 10:37:00,4.51,12662,Germany
538910,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2011-12-03 10:51:00,4.03,12794,Spain
538910,22086,PAPER CHAIN KIT 50'S CHRISTMAS,20,2011-12-03 10:51:00,2.32,12794,Spain
538910,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-12-03 10:51:00,7.89,12794,Spain
538910,23203,JUMBO BAG VINTAGE DOILY,7,2011-12-03 10:51:00,2.1,12794,Spain
538910,23203,JUMBO BAG VINTAGE DOILY,10,2011-12-03 10:51:00,1.87,12794,Spain
538910,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-12-03 10:51:00,2.52,12794,Spain
538910,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-12-03 10:51:00,4.67,12794,Spain
541940,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-12-03 10:54:00,3.65,13245,United Kingdom
541940,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-12-03 10:54:00,4.4,13245,United Kingdom
541940,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-12-03 10:54:00,0.52,13245,United Kingdom
537304,22423,REGENCY CAKESTAND 3 TIER,11,2011-12-03 11:03:00,11.68,12496,United Kingdom
537304,71053,WHITE METAL LANTERN,10,2011-12-03 11:03:00,3.3,12496,United Kingdom
537304,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,9,2011-12-03 11:03:00,1.63,12496,United Kingdom
537304,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-12-03 11:03:00,3.97,12496,United Kingdom
537304,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-12-03 11:03:00,3.84,12496,United Kingdom
537304,23298,SPACEBOY LUNCH BOX,6,2011-12-03 11:03:00,1.89,12496,United Kingdom
537304,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,12,2011-12-03 11:03:00,1.61,12496,United Kingdom
537304,23298,SPACEBOY LUNCH BOX,20,2011-12-03 11:03:00,1.85,12496,United Kingdom
539691,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-12-03 11:22:00,1.76,12907,United Kingdom
541927,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-12-03 12:35:00,3.7,13245,United Kingdom
541927,22423,REGENCY CAKESTAND 3 TIER,20,2011-12-03 12:35:00,11.54,13245,United Kingdom
541927,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-12-03 12:35:00,3.93,13245,United Kingdom
541927,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-12-03 12:35:00,3.0,13245,United Kingdom
541927,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-12-03 12:35:00,2.99,13245,United Kingdom
541927,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-12-03 12:35:00,4.38,13245,United Kingdom
541927,23203,JUMBO BAG VINTAGE DOILY,2,2011-12-03 12:35:00,1.98,13245,United Kingdom
C536945,22197,SMALL POPCORN HOLDER,-14,2011-12-03 13:13:00,0.89,12435,Netherlands
C536945,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-5,2011-12-03 13:13:00,1.74,12435,Netherlands
C536945,22960,JAM MAKING SET WITH JARS,-4,2011-12-03 13:13:00,4.43,12435,Netherlands
C536945,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-15,2011-12-03 13:13:00,4.04,12435,Netherlands
C536945,21506,FANCY FONT BIRTHDAY CARD,-9,2011-12-03 13:13:00,0.39,12435,Netherlands
